Username,Name,Tweet Text,Tweet URL,Created at
petercumicumi,Om Jangkar ⚓,"LAWAN !! ✊🏻😠
#kawalkeputusanMK 
#SelamatkanDemokrasi https://t.co/RwGoD21Qcw",https://twitter.com/petercumicumi/status/1826499044635803929,2024-08-22 05:58:01+00:00
Azizah_Dzaki49,ARB Presidenku,"#TolakPemiluCurang 
#SelamatkanDemokrasi https://t.co/CTZGhp8SfH",https://twitter.com/Azizah_Dzaki49/status/1773512913523011756,2024-03-29 00:50:03+00:00
Alanrah98081457,Roman_Bagiandariberikutnya,"Selamat malam Dunia Apapun Dirimu 
#SelamatkanDemokrasi✍️🇮🇩 https://t.co/6qASlC1WJy",https://twitter.com/Alanrah98081457/status/1872303555878736206,2024-12-26 15:28:48+00:00
PineksoRoyi1,Loose GunSlinger,"EL PUEBLO UNIDO...JAMAS CERA VENCIDO..!!!! 
RAKYAT BERSATU...TAK BISA DIKALAHKAN !!!! BERGERAK BERSAMA #DemiKewarasanBernegara #SelamatkanDemokrasi !!!! https://t.co/h2lrySReFA",https://twitter.com/PineksoRoyi1/status/1826424199293866278,2024-08-22 01:00:37+00:00
Azizah_Dzaki49,ARB Presidenku,"#TolakPemiluCurang 
#SelamatkanDemokrasi https://t.co/XSxUYu8crB",https://twitter.com/Azizah_Dzaki49/status/1773512818064859488,2024-03-29 00:49:40+00:00
Azizah_Dzaki49,ARB Presidenku,"#TolakPemiluCurang 
#SelamatkanDemokrasi https://t.co/sjIo8q3tAn",https://twitter.com/Azizah_Dzaki49/status/1773512488325394503,2024-03-29 00:48:22+00:00
Azizah_Dzaki49,ARB Presidenku,"#TolakPemiluCurang 
#SelamatkanDemokrasi https://t.co/ccAp8m06yO",https://twitter.com/Azizah_Dzaki49/status/1773512726658342994,2024-03-29 00:49:18+00:00
Azizah_Dzaki49,ARB Presidenku,"#TolakPemiluCurang 
#SelamatkanDemokrasi https://t.co/008To2snnm",https://twitter.com/Azizah_Dzaki49/status/1773513211154923805,2024-03-29 00:51:14+00:00
ZavanzaDaily,Permadi Arya,"#SelamatkanDemokrasi
#KawalPutusanMK https://t.co/c6MUOX7plM",https://twitter.com/ZavanzaDaily/status/1826128397153808660,2024-08-21 05:25:12+00:00
Azizah_Dzaki49,ARB Presidenku,"#TolakPemiluCurang
#SelamatkanDemokrasi https://t.co/gzng8fqO5O",https://twitter.com/Azizah_Dzaki49/status/1775418122117562863,2024-04-03 07:00:40+00:00
Ifundvm04,𝐂𝐨𝐟𝐟𝐞𝐞,"Update real count TIMNAS AMIN Tgl 15/2/24, Jam 16.30 Wib
01 : 41,7%
02 : 45,0%
03 : 13,3%
#KawalPemilu2024 
#2Putaran
#selamatkandemokrasi 
#LawanPemiluCurang https://t.co/uZ1TtpdjmY",https://twitter.com/Ifundvm04/status/1758067460409057738,2024-02-15 09:55:20+00:00
thelunarhigh,lunar high,#SelamatkanDemokrasi https://t.co/MD7jGAWAJw,https://twitter.com/thelunarhigh/status/1826281869123666292,2024-08-21 15:35:02+00:00
PerryGerr,Perry Gerr,"VOT3
Nyoblos Ganjar - Mahfud

#GanjarMahfud2024 
#SelamatkanDemokrasi https://t.co/GQiz51T9Ia",https://twitter.com/PerryGerr/status/1757569829656264715,2024-02-14 00:57:56+00:00
_yurrrrriii_,anak ayam,Hari ini merayakan IWD 2024 di Solo. Mana nih @gibran_tweet #iwd2024 #selamatkandemokrasi https://t.co/4JoHPLKpXc,https://twitter.com/_yurrrrriii_/status/1765965703868461247,2024-03-08 05:00:08+00:00
PengicauKosroh,Pengicau Kosroh,#selamatkanpancasila #selamatkandemokrasi #selamatkanindonesia https://t.co/jrHM6lK0DT,https://twitter.com/PengicauKosroh/status/1827976946916970955,2024-08-26 07:50:40+00:00
mudanewscom,mudanews,"Ketika Rakyat Pati - Jawa Tengah Melawan (3), Mobil Aparatpun Jadi Korban kemarahan &amp; Ambulance terus bergerak ..

#pativiral #pati #jawatengah #jawatengahhits  #RakyatBersuara #RakyatBerSATU #RakyatBergerak #RakyatMelawan #polisi #polisiganteng #polisibaik #polisiindonesia https://t.co/WE7GMItTbW",https://twitter.com/mudanewscom/status/1955660375107706918,2025-08-13 15:59:02+00:00
mudanewscom,mudanews,"Ketika Rakyat Pati - Jawa Tengah Melawan (2), Aparatpun Jadi Korban kemarahan ..
#pativiral #pati #patihits # #patihitskekinian #jawatengah # #jawatengahhits #jawatengah_id #jawatengahkekinian #kerusuhan #RakyatBersuara #RakyatBerSATU #RakyatBergerak #rakyatmelawan https://t.co/L1Y0ddKzbI",https://twitter.com/mudanewscom/status/1955627103350837366,2025-08-13 13:46:49+00:00
Montervent,Montervent,RAKYAT MURKA #RakyatBergerak https://t.co/z0nF7DobKH,https://twitter.com/Montervent/status/1826169069927596435,2024-08-21 08:06:49+00:00
van88xier,Anti 🚫NEOPKI,"Asiknya NKRI kompak dalam KORUPSI sebetulnya mereka adalah SATU. #ResetIndonesia
#KoruptorDilindungi #beranimelawan #IndonesiaGelap #Rakyatterjajahdinegrisendiri #revolusiataumatitertindas #demo #rakyatbergerak #reformasidikorupsi #rakyatbersuara #AllEyesOnIndonesia #rakyatMarah https://t.co/UruNTjhosL",https://twitter.com/van88xier/status/1966703797587325279,2025-09-13 03:21:39+00:00
Cmpo_Agm77,🇮🇩°C▪️A▪️M▪️P▪️O°🇵🇸,"#KawalPutusanMK 
#LaksanakanPutusanMK
#JalankanPerintahMK
#RakyatBerdaulat
#RakyatBergerak
#Reformasi98'
#Reformasi24'
#BubarkanDPR_RI
#BubarKanTikus2Parlement
#LondoIrengSemakinNgelunjak https://t.co/iFkB0vZTr2",https://twitter.com/Cmpo_Agm77/status/1826185312802140575,2024-08-21 09:11:22+00:00
ichsan_wardana,Ichsan W Lubis,"Semakin kesini semakin kesana.
.
.
.
#indonesiagelap #indonesiasedangtidakbaikbaiksaja #peringatandarurat #savenkri #rakyatbergerak #turunkejalan #demomasal https://t.co/qflAv1Rqjp",https://twitter.com/ichsan_wardana/status/1961269145749918190,2025-08-29 03:26:17+00:00
DokterTifa,Dokter Tifa,"Seminggu lagi akan tambah 1/4 INDONESIA lagi

Bergerak TRITURA 
TIGA TUNTUTAN RAKYAT!

#AdiliJokowi
#MakzulkanGibran
#CopotKapolri

Presiden @prabowo harus membantu seluruh Rakyat Indonesia untuk menggerakkan TRITURA!

#IndomesiaBergerak
#RakyatBergerak
#TNIBergerak",https://twitter.com/DokterTifa/status/1963908425869566359,2025-09-05 10:13:51+00:00
elditweet,Eldi,"Sikap arogansi sweeping aparat @DivHumas_Polri membuat masyarakat provinsi Banten bergerak ✊🏻
PSN PIK2 dinilai sebagai Proyek Strategis Nasional lebih untuk kepentingan bisnis segolongan para pengusaha tetapi tidak untuk masyarakat setempat
#RakyatBergerak https://t.co/McOJ0CVWFH",https://twitter.com/elditweet/status/1855272389246108079,2024-11-09 15:33:01+00:00
CahAngo45022699,Cah Angon 🇮🇩,"Pati malam ini

Rakyat Bersatu, Rakyat Kuat
#RakyatBergerak
#RakyatMenuntut https://t.co/tTRSYrFt9X",https://twitter.com/CahAngo45022699/status/1955298798034620850,2025-08-12 16:02:15+00:00
Apin_PD,Apin,"#HakAngket
#DPR_RI
#DinamikaPolitik 
#Pilpres2024 
#Pemilu2024 
#PolitikDinasti 
#PolitisasiBansos
#DirtyVote 
#RIPdemokrasi 
#KampusBergerak
#RakyatBergerak
#SelamatkanDemokrasi
#TSM https://t.co/HAktFDx72n",https://twitter.com/Apin_PD/status/1769731260149280913,2024-03-18 14:23:07+00:00
BungaMiratasya,bunga,"Web DPR, besok jadwal sidang paripurna jam 09.30.
Waktu di tempat dipersilahkan untuk #rakyatbergerak https://t.co/FleZxzYzLI",https://twitter.com/BungaMiratasya/status/1826146792976822551,2024-08-21 06:38:18+00:00
senjabiru_biru,Senja Biru,#IndonesiaGelap2025 #pengadilanjalanan #rakyatbergerak https://t.co/yDZzbajBLt,https://twitter.com/senjabiru_biru/status/1892134046777454763,2025-02-19 08:48:05+00:00
CahAngo45022699,Cah Angon 🇮🇩,"Siapa yg bikin system? 🙄
System yg mencekik rakyat 🤬

System dibikin dan dijalankan oleh pejabat  yg rakus dan tdk amanah

Bersihkan Indonesia dr pejabat"" dzolim
#RakyatBergerak
#RakyatMenggugat
#RakyatBersatu https://t.co/Zdl94H8vm4",https://twitter.com/CahAngo45022699/status/1955131932616036803,2025-08-12 04:59:11+00:00
Nirmala787,Nirmala,"Puas rasanya liat mba di video ini. Tapi merasa ga ya koroptor itu, apa sdh kebal kali?

#rakyatbergerak #IndependenceDay2025 https://t.co/LJBAE74HZV",https://twitter.com/Nirmala787/status/1956949985339297922,2025-08-17 05:23:29+00:00
CahAngo45022699,Cah Angon 🇮🇩,"Revolusi berawal dari Pati dilanjutkan ke Jatim 😁

Ganyang pemimpin dan pejabat dzolim
#RakyatBergerak
#RakyatMenuntut https://t.co/C4t06TIT4y",https://twitter.com/CahAngo45022699/status/1955173346406240297,2025-08-12 07:43:45+00:00
ike_hw71,Ike Aremanita,"Main ancam-ancam ala ORBA ya Pak? Ingat kalau terjadi pembalikan situasi nama anda akan tenggelam digilas zaman. 
#RakyatMakinMuak 
#RakyatBergerak https://t.co/ZHQ2rMBadH",https://twitter.com/ike_hw71/status/1754784258277933067,2024-02-06 08:29:04+00:00
budhartono,#Kerjabersama,"#PeringatanDarurat

#kawalkeputusanMK 

#RakyatMelawan #rakyatbergerak

#DudukiDPRMPR https://t.co/zYbL2gdZb2",https://twitter.com/budhartono/status/1826284391083246071,2024-08-21 15:45:04+00:00
wong_clayten,[wong clayten],"Coward! 
#IndonesiaGelap 
#affankurniawan 
#rakyatmuak #rakyatbergerak",https://twitter.com/wong_clayten/status/1961280112541749279,2025-08-29 04:09:52+00:00
HabiebBass,Habieb Falsu,"Nggak rotan akar fun jadi
Nggak ada bus truck fun jadi

#RakyatBergerak 
#GanjarMahfud2024 pasti menang 💪 https://t.co/o5RvMbVGPJ",https://twitter.com/HabiebBass/status/1753663466018324859,2024-02-03 06:15:26+00:00
